BR;UF ;Tipo de trecho;Código;Local de Início;Local de Fim;km inicial;km final;Extensão;Superfície Federal;Obras;Federal Coincidente;Administração;Ato legal;Estadual Coincidente;Superfície Est. Coincidente;Jurisdição;Superfície;Unidade Local
020;CE;Eixo Principal;020BCE0550;ENTR BR-226 (SANTA CRUZ DO BANABUIÚ);ENTR CE-168/266 (BOA VIAGEM);155,8;203,2;47,4;PAV;;020BCE0550;Federal;;;;Federal;PAV;Boa Viagem
020;CE;Eixo Principal;020BCE0560;ENTR CE-168/266 (BOA VIAGEM);ENTR CE-265 (MADALENA);203,2;239,1;35,9;PAV;;020BCE0560;Federal;;;;Federal;PAV;Boa Viagem
020;CE;Eixo Principal;020BCE0570;ENTR CE-265 (MADALENA);ENTR CE-366 (P/LAGOA DO MATO);239,1;253,6;14,5;PAV;;020BCE0570;Federal;;;;Federal;PAV;Boa Viagem
020;CE;Eixo Principal;020BCE0580;ENTR CE-366 (P/LAGOA DO MATO);ENTR CE-456 (P/TARGINOS);253,6;279,9;26,3;PAV;;020BCE0580;Federal;;;;Federal;PAV;Boa Viagem
020;CE;Eixo Principal;020BCE0590;ENTR CE-456 (P/TARGINOS);ENTR CE-257 (CANINDÉ);279,9;308,8;28,9;PAV;;020BCE0590;Federal;;;;Federal;PAV;Boa Viagem
020;CE;Eixo Principal;020BCE0600;ENTR CE-257 (CANINDÉ);CARIDADE;308,8;326,2;17,4;PAV;;020BCE0600;Federal;;;;Federal;PAV;Fortaleza
020;CE;Eixo Principal;020BCE0610;CARIDADE;ENTR CE-162;326,2;335,5;9,3;PAV;;020BCE0610;Federal;;;;Federal;PAV;Fortaleza
020;CE;Eixo Principal;020BCE0630;ENTR CE-162;ENTR CE-253 (CAMPOS BELOS);335,5;348,5;13;PAV;;020BCE0630;Federal;;;;Federal;PAV;Fortaleza
020;CE;Eixo Principal;020BCE0640;ENTR CE-253 (CAMPOS BELOS);ENTR CE-354 (P/ITAPEBUSSÚ);348,5;358,9;10,4;PAV;;020BCE0640;Federal;;;;Federal;PAV;Fortaleza
020;CE;Eixo Principal;020BCE0650;ENTR CE-354 (P/ITAPEBUSSÚ);ENTR BR-222;358,9;406,6;47,7;PAV;;020BCE0650;Federal;;;;Federal;PAV;Fortaleza
020;CE;Eixo Principal;020BCE0660;ENTR BR-222;ENTR CE-065;406,6;414,6;8;PAV;EOD;020BCE0660;Federal;;;;Federal;PAV;Fortaleza
020;CE;Eixo Principal;020BCE0661;ENTR CE-065;ENTR CE-060;414,6;419,3;4,7;PAV;EOD;020BCE0661;Federal;;;;Federal;PAV;Fortaleza
020;CE;Eixo Principal;020BCE0662;ENTR CE-060;ENTR BR-116;419,3;429,4;10,1;PAV;EOD;020BCE0662;Federal;;;;Federal;PAV;Fortaleza
020;CE;Eixo Principal;020BCE0665;ENTR BR-116;ENTR CE-040 (P/MESSEJANA)(CONTORNO DE FORTALEZA);429,4;432,9;3,5;PAV;EOD;020BCE0665;Federal;;;;Federal;PAV;Fortaleza
020;CE;Eixo Principal;020BCE0670;ENTR CE-040 (P/MESSEJANA)(CONTORNO DE FORTALEZA);ENTR CE-025;432,9;441,8;8,9;PLA;;020BCE0670;Estadual;;CE-010;DUP;Estadual;PLA;
020;CE;Eixo Principal;020BCE0672;ENTR CE-025;ENTR R. SABIAGUABA;441,8;446,4;4,6;PLA;;020BCE0672;Estadual;;CE-010;DUP;Estadual;PLA;
020;CE;Eixo Principal;020BCE0675;ENTR R. SABIAGUABA;INÍCIO PONTE SOBRE O RIO COCÓ *TRECHO URBANO*;446,4;446,9;0,5;DUP;;020BCE0675;Federal;;;;Federal;PAV;Fortaleza
020;CE;Eixo Principal;020BCE0680;INÍCIO PONTE SOBRE O RIO COCÓ;FIM PONTE SOBRE O RIO COCÓ *TRECHO URBANO*;446,9;447,2;0,3;DUP;;020BCE0680;Federal;;;;Federal;PAV;Fortaleza
020;CE;Eixo Principal;020BCE0690;FIM PONTE SOBRE O RIO COCÓ;ENT. R. GERMINIANO JUREMA;447,2;448;0,8;DUP;;020BCE0690;Federal;;;;Federal;PAV;Fortaleza
020;CE;Eixo Principal;020BCE0700;ENT. R. GERMINIANO JUREMA;PORTO DE MUCURIPE (CONT. DE FORTALEZA) *TRECHO MUNICIPAL*;448;455,2;7,2;PLA;;020BCE0700;Federal;;;;Federal;PLA;
020;DF;Eixo Principal;020BDF0010;ENTR BR-010(A)/030(A)/450/DF-001 (BRASÍLIA);ENTR DF-440;0;2,4;2,4;DUP;;"010BDF0010;020BDF0010;030BDF0010";Convênio de Administração;;;;Federal;PAV;Brasília
020;DF;Eixo Principal;020BDF0015;ENTR DF-440;ACESSO I SOBRADINHO;2,4;6;3,6;DUP;;"010BDF0015;020BDF0015;030BDF0015";Convênio de Administração;;;;Federal;PAV;Brasília
020;DF;Eixo Principal;020BDF0016;ACESSO I SOBRADINHO;ACESSO II SOBRADINHO;6;8,3;2,3;DUP;;"010BDF0016;020BDF0016;030BDF0016";Convênio de Administração;;;;Federal;PAV;Brasília
020;DF;Eixo Principal;020BDF0018;ACESSO II SOBRADINHO;ENTR DF-230;8,3;18,2;9,9;DUP;;"010BDF0018;020BDF0018;030BDF0018";Convênio de Administração;;;;Federal;PAV;Brasília
020;DF;Eixo Principal;020BDF0020;ENTR DF-230;ENTR DF-128;18,2;22;3,8;DUP;;"010BDF0020;020BDF0020;030BDF0020";Convênio de Administração;;;;Federal;PAV;Brasília
020;DF;Eixo Principal;020BDF0022;ENTR DF-128;ENTR DF-128 (P/PLANALTINA);22;25;3;DUP;;"010BDF0022;020BDF0022;030BDF0022";Convênio de Administração;;;;Federal;PAV;Brasília
020;DF;Eixo Principal;020BDF0030;ENTR DF-128 (P/PLANALTINA);ENTR BR-010(B)/DF-345;25;34;9;DUP;;"010BDF0030;020BDF0030;030BDF0030";Federal;;;;Federal;PAV;Brasília
020;DF;Eixo Principal;020BDF0050;ENTR BR-010(B)/DF-345;ENTR DF-405;34;36;2;DUP;;"020BDF0050;030BDF0050";Federal;;;;Federal;PAV;Brasília
020;DF;Eixo Principal;020BDF0051;ENTR DF-405;ENTR DF-410;36;36,3;0,3;DUP;;"020BDF0051;030BDF0051";Federal;;;;Federal;PAV;Brasília
020;DF;Eixo Principal;020BDF0052;ENTR DF-410;ENTR DF-110;36,3;42;5,7;DUP;;"020BDF0052;030BDF0052";Federal;;;;Federal;PAV;Brasília
020;DF;Eixo Principal;020BDF0053;ENTR DF-110;ENTR VICINAL-107;42;49,4;7,4;DUP;;"020BDF0053;030BDF0053";Federal;;;;Federal;PAV;Brasília
020;DF;Eixo Principal;020BDF0054;ENTR VICINAL-107;ENTR DF-105;49,4;52,3;2,9;DUP;;"020BDF0054;030BDF0054";Federal;;;;Federal;PAV;Brasília
020;DF;Eixo Principal;020BDF0060;ENTR DF-105;ENTR DF-100;52,3;57,9;5,6;DUP;;"020BDF0060;030BDF0060";Federal;;;;Federal;PAV;Brasília
020;DF;Eixo Principal;020BDF0070;ENTR DF-100;ENTR BR-030(B) (DIV DF/GO);57,9;58,8;0,9;DUP;;"020BDF0070;030BDF0070";Federal;;;;Federal;PAV;Brasília
020;GO;Eixo Principal;020BGO0090;ENTR BR-030(A) (DIV DF/GO);ACESSO A FORMOSA;0;3,7;3,7;PAV;;"020BGO0090;030BGO0090";Federal;;;;Federal;PAV;Brasília
020;GO;Eixo Principal;020BGO0110;ACESSO A FORMOSA;ENTR GO-346 (P/CABEÇEIRAS);3,7;22;18,3;PAV;;"020BGO0110;030BGO0110";Federal;;;;Federal;PAV;Brasília
020;GO;Eixo Principal;020BGO0120;ENTR GO-346 (P/CABEÇEIRAS);ENTR GO-468(A) (DISTRITO DE BEZERRA);22;31;9;PAV;;"020BGO0120;030BGO0120";Federal;;;;Federal;PAV;Brasília
020;GO;Eixo Principal;020BGO0130;ENTR GO-468 (DISTRITO DE BEZERRA);ENTR GO-458 (P/SANTA ROSA);31;72,8;41,8;PAV;;"020BGO0130;030BGO0157";Federal;;;;Federal;PAV;Brasília
020;GO;Eixo Principal;020BGO0150;ENTR GO-458 (P/SANTA ROSA);ENTR GO-114 (P/FLORES DE GOIÁS);72,8;105,3;32,5;PAV;;"020BGO0150;030BGO0160";Federal;;;;Federal;PAV;Brasília
020;GO;Eixo Principal;020BGO0160;ENTR GO-114 (P/FLORES DE GOIÁS);SANTA MARIA;105,3;143,3;38;PAV;;"020BGO0160;030BGO0165";Federal;;;;Federal;PAV;Brasília
020;GO;Eixo Principal;020BGO0170;SANTA MARIA;ENTR GO-112/236(A) (ALVORADA DO NORTE);143,3;180,7;37,4;PAV;;"020BGO0170;030BGO0170";Federal;;;;Federal;PAV;Brasília
020;GO;Eixo Principal;020BGO0190;ENTR GO-112/236(A) (ALVORADA DO NORTE);ENTR GO-236(B) (P/MAMBAÍ);180,7;185,7;5;PAV;;"020BGO0190;030BGO0175";Federal;;;;Federal;PAV;Brasília
020;GO;Eixo Principal;020BGO0195;ENTR GO-236(B) (P/MAMBAÍ);ENTR GO-108(A);185,7;214,7;29;PAV;;020BGO0195;Federal;;;;Federal;PAV;Brasília
020;GO;Eixo Principal;020BGO0200;ENTR GO-108(A);ENTR BR-349(A)/GO-108(B) (P/POSSE);214,7;229,7;15;PAV;;020BGO0200;Federal;;;;Federal;PAV;Brasília
020;GO;Eixo Principal;020BGO0210;ENTR BR-349(A)/GO-108(B) (P/POSSE);ENTR BR-349(B) (DIV GO/BA);229,7;252,5;22,8;PAV;;"020BGO0210;349BGO0510";Federal;;;;Federal;PAV;Brasília
020;PI;Eixo Principal;020BPI0370;DIV BA/PI;ENTR BR-324/PI-140/144 (SÃO RAIMUNDO NONATO);0;54,3;54,3;PLA;;020BPI0370;Estadual;;PI_;PAV;Estadual;PLA;
020;PI;Eixo Principal;020BPI0380;ENTR BR-324/PI-140/144 (SÃO RAIMUNDO NONATO);ENTR ACESSO P/ BR-324/PI-140 (SÃO RAIMUNDO NONATO);54,3;59,5;5,2;PLA;;020BPI0380;Estadual;;PI_;PAV;Estadual;PLA;
020;PI;Eixo Principal;020BPI0385;ENTR ACESSO P/ BR-324/PI-140 (SÃO RAIMUNDO NONATO);PARQUE NACIONAL SERRA DA CAPIVARA (CORONEL JOSÉ DIAS);59,5;85,3;25,8;PLA;;020BPI0385;Estadual;;PI_;PAV;Estadual;PLA;
020;PI;Eixo Principal;020BPI0390;PARQUE NACIONAL SERRA DA CAPIVARA (CORONEL JOSÉ DIAS);ENTR PI-141/465 (SÃO JOÃO DO PIAUÍ);85,3;148,3;63;PLA;;020BPI0390;Estadual;;PI_;PAV;Estadual;PLA;
020;PI;Eixo Principal;020BPI0400;ENTR PI-141/465 (SÃO JOÃO DO PIAUÍ);NOVA SANTA RITA;148,3;189,3;41;PLA;;020BPI0400;Estadual;;PI_;PAV;Estadual;PLA;
020;PI;Eixo Principal;020BPI0410;NOVA SANTA RITA;ENTR PI-245(A);189,3;215,3;26;PLA;;020BPI0410;Estadual;;PI_;PAV;Estadual;PLA;
020;PI;Eixo Principal;020BPI0415;ENTR PI-245(A);ENTR PI-143(A);215,3;217,1;1,8;PAV;;020BPI0415;Federal;;;;Federal;PAV;Picos
020;PI;Eixo Principal;020BPI0420;ENTR PI-143(A);INÍCIO PISTA DUPLA (SIMPLÍCIO MENDES);217,1;218,4;1,3;PAV;;020BPI0420;Federal;;;;Federal;PAV;Picos
020;PI;Eixo Principal;020BPI0425;INÍCIO PISTA DUPLA (SIMPLÍCIO MENDES);ENTR PI-143(B)/249 (SIMPLÍCIO MENDES);218,4;218,9;0,5;DUP;;020BPI0425;Federal;;;;Federal;PAV;Picos
020;PI;Eixo Principal;020BPI0430;ENTR PI-143(B)/249 (SIMPLÍCIO MENDES);FIM PISTA DUPLA (SIMPLÍCIO MENDES);218,9;219,7;0,8;DUP;;020BPI0430;Federal;;;;Federal;PAV;Picos
020;PI;Eixo Principal;020BPI0435;FIM PISTA DUPLA (SIMPLÍCIO MENDES);ENTR PI-249 (FIM DA PAVIMENTAÇÃO);219,7;225,4;5,7;PAV;;020BPI0435;Federal;;;;Federal;PAV;Picos
020;PI;Eixo Principal;020BPI0440;ENTR PI-249 (FIM DA PAVIMENTAÇÃO);ENTR PI-245(B) (RIO CANINDÉ);225,4;241,8;16,4;LEN;;020BPI0440;Federal;;;;Federal;N_PAV;Picos
020;PI;Eixo Principal;020BPI0450;ENTR PI-245(B) (RIO CANINDÉ);ENTR PI-379;241,8;287,3;45,5;PLA;;020BPI0450;Federal;;;;Federal;PLA;
020;PI;Eixo Principal;020BPI0460;ENTR PI-379;ENTR PI-245;287,3;306,3;19;PLA;;020BPI0460;Federal;;;;Federal;PLA;
020;PI;Eixo Principal;020BPI0470;ENTR PI-245;ENTR BR-407;306,3;318;11,7;PLA;;020BPI0470;Federal;;;;Federal;PLA;
020;PI;Eixo Principal;020BPI0490;ENTR BR-407;ENTR BR-230/316;318;328,6;10,6;PLA;;020BPI0490;Federal;;;;Federal;PLA;
020;PI;Eixo Principal;020BPI0493;ENTR BR-230/316;ENTR PI-228 (P/FRANCISCO SANTOS);328,6;343,6;15;PAV;;020BPI0493;Federal;;;;Federal;PAV;Picos
020;PI;Eixo Principal;020BPI0495;ENTR PI-228 (P/FRANCISCO SANTOS);DIV PI/CE;343,6;413;69,4;PAV;;020BPI0495;Federal;;;;Federal;PAV;Picos
030;BA;Acesso;030ABA1005;ENTR BR-030 (KM 106,4);CARINHANHA;0;1,1;1,1;PAV;;030ABA1005;Federal;;;;Federal;PAV;Vitória da Conquista
030;BA;Acesso;030ABA2005;ENTR BR-030 (KM 112,3);MALHADA;0;0,7;0,7;PAV;;030ABA2005;Federal;;;;Federal;PAV;Vitória da Conquista
030;BA;Acesso;030ABA3005;ENTR BR-030;INÍCIO TRAVESSIA URBANA BRUMADO;0;3,9;3,9;PAV;;030ABA3005;Federal;;;;Federal;PAV;Vitória da Conquista
030;BA;Acesso;030ABA3010;INÍCIO TRAVESSIA URBANA BRUMADO;FIM TRAVESSIA URBANA BRUMADO *TRECHO MUNICIPAL*;3,9;7,3;3,4;PAV;;030ABA3010;Federal;;;;Federal;PAV;Vitória da Conquista
030;BA;Acesso;030ABA5005;ENTR BR-030;ENTR R.VITÓRIO MAGALHÃES SÃO CARVALHO (MARAÚ);0;3,9;3,9;PLA;;030ABA5005;Federal;;;;Federal;PLA;
030;BA;Eixo Principal;030BBA0227;DIV GO/BA;ENTR BR-135 (COCOS);0;191,5;191,5;LEN;;030BBA0227;Federal;;;;Federal;N_PAV;Barreiras
030;BA;Eixo Principal;030BBA0230;ENTR BR-135 (COCOS);ENTR BA-601(A) (FEIRA DA MATA);191,5;223,1;31,6;LEN;;030BBA0230;Federal;;;;Federal;N_PAV;Vitória da Conquista
030;BA;Eixo Principal;030BBA0235;ENTR BA-601(A) (FEIRA DA MATA);ACESSO À JUVENÍLIA/MG;223,1;238,4;15,3;LEN;;030BBA0235;Federal;;;;Federal;N_PAV;Vitória da Conquista
030;BA;Eixo Principal;030BBA0236;ACESSO À JUVENÍLIA/MG;ACESSO A CARINHANHA;238,4;281,7;43,3;LEN;;030BBA0236;Federal;;;;Federal;N_PAV;Vitória da Conquista
030;BA;Eixo Principal;030BBA0237;ACESSO A CARINHANHA;INÍCIO PONTE R SÃO FRANCISCO;281,7;286,5;4,8;PAV;;030BBA0237;Federal;;;;Federal;PAV;Vitória da Conquista
030;BA;Eixo Principal;030BBA0240;INÍCIO PONTE R SÃO FRANCISCO;ENTR BR-342(B) (P/ MALHADA);286,5;287,6;1,1;PAV;;"030BBA0240;342BBA0010";Federal;;;;Federal;PAV;Vitória da Conquista
030;BA;Eixo Principal;030BBA0242;ENTR BR-342(B) (P/ MALHADA);ENTR BA-160(A);287,6;309,7;22,1;PAV;;030BBA0242;Federal;;;;Federal;PAV;Vitória da Conquista
030;BA;Eixo Principal;030BBA0244;ENTR BA-160(A);ENTR BA-160(B) (P/IUIÚ);309,7;311,8;2,1;PAV;;030BBA0244;Federal;;;;Federal;PAV;Vitória da Conquista
030;BA;Eixo Principal;030BBA0250;ENTR BA-160(B) (P/IUIÚ);ENTR BA-263;311,8;352,2;40,4;PAV;;030BBA0250;Federal;;;;Federal;PAV;Vitória da Conquista
030;BA;Eixo Principal;030BBA0251;ENTR BA-263;PALMAS DE MONTE ALTO;352,2;353,8;1,6;PAV;;030BBA0251;Federal;;;;Federal;PAV;Vitória da Conquista
030;BA;Eixo Principal;030BBA0252;PALMAS DE MONTE ALTO;ENTR BA-612 (MUTÃS);353,8;377;23,2;PAV;;030BBA0252;Federal;;;;Federal;PAV;Vitória da Conquista
030;BA;Eixo Principal;030BBA0254;ENTR BA-612 (MUTÃS);ENTR BA-573 (P/ MATINA);377;395;18;PAV;;030BBA0254;Federal;;;;Federal;PAV;Vitória da Conquista
030;BA;Eixo Principal;030BBA0270;ENTR BA-573 (P/ MATINA);ENTR BR-122(A) (GUANAMBÍ);395;397,7;2,7;PAV;;030BBA0270;Federal;;;;Federal;PAV;Vitória da Conquista
030;BA;Eixo Principal;030BBA0272;ENTR BR-122(A) (GUANAMBÍ);ENTR BA-936 (P/ MORRINHOS);397,7;414,2;16,5;PAV;;"030BBA0272;122BBA0547";Federal;;;;Federal;PAV;Vitória da Conquista
030;BA;Eixo Principal;030BBA0281;ENTR BA-936 (P/ MORRINHOS);ENTR BA-937 (P/PAJEÚ DO VENTO);414,2;422,7;8,5;PAV;;"030BBA0281;122BBA0545";Federal;;;;Federal;PAV;Vitória da Conquista
030;BA;Eixo Principal;030BBA0290;ENTR BA-937 (P/PAJEÚ DO VENTO);ENTR BR-122(B)/430 (CAETITÉ);422,7;435;12,3;PAV;;"030BBA0290;122BBA0530";Federal;;;;Federal;PAV;Vitória da Conquista
030;BA;Eixo Principal;030BBA0310;ENTR BR-122(B)/430 (CAETITÉ);ENTR BA-617 (P/IBIASSUCÊ);435;469;34;PAV;;030BBA0310;Federal;;;;Federal;PAV;Vitória da Conquista
030;BA;Eixo Principal;030BBA0320;ENTR BA-617 (P/IBIASSUCÊ);ENTR BA-940 (P/ LAGOA REAL);469;474;5;PAV;;030BBA0320;Federal;;;;Federal;PAV;Vitória da Conquista
030;BA;Eixo Principal;030BBA0325;ENTR BA-940 (P/ LAGOA REAL);ENTR BA-614 (IBITIRA);474;484;10;PAV;;030BBA0325;Federal;;;;Federal;PAV;Vitória da Conquista
030;BA;Eixo Principal;030BBA0330;ENTR BA-614 (IBITIRA);ENTR BA-026(A)/148(A) (P/MALHADA DE PEDRAS);484;512;28;PAV;;030BBA0330;Federal;;;;Federal;PAV;Vitória da Conquista
030;BA;Eixo Principal;030BBA0335;ENTR BA-026(A)/148(A) (P/MALHADA DE PEDRAS);ENTR BA-026(B)/148(B) (P/BRUMADO - ACESSO I);512;529,4;17,4;PAV;;030BBA0335;Federal;;;;Federal;PAV;Vitória da Conquista
030;BA;Eixo Principal;030BBA0340;ENTR BA-026(B)/148(B) (P/BRUMADO - ACESSO I);ENTR BA-026(A)/262 (P/BRUMADO - ACESSO II);529,4;537,3;7,9;PAV;;030BBA0340;Federal;;;;Federal;PAV;Vitória da Conquista
030;BA;Eixo Principal;030BBA0345;ENTR BA-026(A)/262 (P/BRUMADO - ACESSO II);ENTR BR-407(A) (SUSSUARANA);537,3;587,3;50;PAV;;030BBA0345;Federal;;;;Federal;PAV;Vitória da Conquista
030;BA;Eixo Principal;030BBA0350;ENTR BR-407(A) (SUSSUARANA);ENTR BR-407(B)/BA-026(B) (P/CONTENDAS DO SINCORÁ);587,3;588,4;1,1;PLA;;"030BBA0350;407BBA0540";Estadual;;BA-026;PAV;Estadual;PLA;
030;BA;Eixo Principal;030BBA0355;ENTR BR-407(B)/BA-026(B) (P/CONTENDAS DO SINCORÁ);INÍCIO TRAV RIO GAVIÃO;588,4;611,6;23,2;LEN;;030BBA0355;Federal;;;;Federal;N_PAV;Vitória da Conquista
030;BA;Eixo Principal;030BBA0360;INÍCIO TRAV RIO GAVIÃO;FIM TRAV RIO GAVIÃO;611,6;612,1;0,5;TRV;;030BBA0360;Federal;;;;Federal;N_PAV;Vitória da Conquista
030;BA;Eixo Principal;030BBA0365;FIM TRAV RIO GAVIÃO;MIRANTE;612,1;643,5;31,4;LEN;;030BBA0365;Federal;;;;Federal;N_PAV;Vitória da Conquista
030;BA;Eixo Principal;030BBA0370;MIRANTE;ENTR BR-116(A);643,5;703,7;60,2;LEN;;030BBA0370;Federal;;;;Federal;N_PAV;Vitória da Conquista
030;BA;Eixo Principal;030BBA0380;ENTR BR-116(A);ENTR BR-116(B);703,7;706,7;3;PAV;;"030BBA0380;116BBA0925";Concessão Federal;;;;Federal;PAV;Vitória da Conquista
030;BA;Eixo Principal;030BBA0385;ENTR BR-116(B);BOA NOVA;706,7;722,7;16;PAV;;030BBA0385;Federal;;;;Federal;PAV;Jequié
030;BA;Eixo Principal;030BBA0390;BOA NOVA;FIM DA PONTE S/ RIO TARUGO;722,7;724,6;1,9;PAV;;030BBA0390;Federal;;;;Federal;PAV;Jequié
030;BA;Eixo Principal;030BBA0395;FIM DA PONTE S/ RIO TARUGO;INÍCIO PAVIMENTAÇÃO;724,6;760,7;36,1;IMP;;030BBA0395;Federal;;;;Federal;N_PAV;Jequié
030;BA;Eixo Principal;030BBA0400;INÍCIO PAVIMENTAÇÃO;ENTR BA-130(A) (DÁRIO MEIRA);760,7;764,9;4,2;PAV;;030BBA0400;Federal;;;;Federal;PAV;Jequié
030;BA;Eixo Principal;030BBA0410;ENTR BA-130(A) (DÁRIO MEIRA);ENTR BA-130(B) (P/ IBITUPÃ);764,9;770,2;5,3;PAV;;030BBA0410;Federal;;;;Federal;PAV;Jequié
030;BA;Eixo Principal;030BBA0412;ENTR BA-130(B) (P/ IBITUPÃ);ENTR BA-651 (P/ ITAPITANGA);770,2;810,9;40,7;IMP;;030BBA0412;Federal;;;;Federal;N_PAV;Jequié
030;BA;Eixo Principal;030BBA0414;ENTR BA-651 (P/ ITAPITANGA);ENTR BA-120 (P/GONGOGI);810,9;821,1;10,2;IMP;;030BBA0414;Federal;;;;Federal;N_PAV;Jequié
030;BA;Eixo Principal;030BBA0430;ENTR BA-120 (P/GONGOGI);ENTR BR-101(A) (AURELINO LEAL);821,1;840,7;19,6;LEN;;030BBA0430;Federal;;;;Federal;N_PAV;Jequié
030;BA;Eixo Principal;030BBA0440;ENTR BR-101(A) (AURELINO LEAL);ENTR BR-101(B) (UBAITABA);840,7;842,3;1,6;PAV;;"030BBA0440;101BBA1752";Federal;;;;Federal;PAV;Jequié
030;BA;Eixo Principal;030BBA0450;ENTR BR-101(B) (UBAITABA);ENTR BA-001;842,3;876,5;34,2;IMP;;030BBA0450;Federal;;;;Federal;N_PAV;Itabuna
030;BA;Eixo Principal;030BBA0452;ENTR BA-001;ENTR BA-656 (P/MARAÚ);876,5;891,2;14,7;IMP;;030BBA0452;Federal;;;;Federal;N_PAV;Itabuna
030;BA;Eixo Principal;030BBA0460;ENTR BA-656 (P/MARAÚ);ACESSO P/ BARRA GRANDE;891,2;914,3;23,1;IMP;;030BBA0460;Federal;;;;Federal;N_PAV;Itabuna
030;BA;Eixo Principal;030BBA0470;ACESSO P/ BARRA GRANDE;CAMPINHO;914,3;920;5,7;IMP;;030BBA0470;Federal;;;;Federal;N_PAV;Itabuna
030;DF;Eixo Principal;030BDF0010;ENTR BR-010(A)/020(A)/450/DF-001 (BRASILIA);ENTR DF-440;0;2,4;2,4;DUP;;"010BDF0010;020BDF0010;030BDF0010";Convênio de Administração;;;;Federal;PAV;Brasília
030;DF;Eixo Principal;030BDF0015;ENTR DF-440;ACESSO I SOBRADINHO;2,4;6;3,6;DUP;;"010BDF0015;020BDF0015;030BDF0015";Convênio de Administração;;;;Federal;PAV;Brasília
030;DF;Eixo Principal;030BDF0016;ACESSO I SOBRADINHO;ACESSO II SOBRADINHO;6;8,3;2,3;DUP;;"010BDF0016;020BDF0016;030BDF0016";Convênio de Administração;;;;Federal;PAV;Brasília
030;DF;Eixo Principal;030BDF0018;ACESSO II SOBRADINHO;ENTR DF-230;8,3;18,2;9,9;DUP;;"010BDF0018;020BDF0018;030BDF0018";Convênio de Administração;;;;Federal;PAV;Brasília
030;DF;Eixo Principal;030BDF0020;ENTR DF-230;ENTR DF-128;18,2;22;3,8;DUP;;"010BDF0020;020BDF0020;030BDF0020";Convênio de Administração;;;;Federal;PAV;Brasília
030;DF;Eixo Principal;030BDF0022;ENTR DF-128;P/PLANALTINA;22;25;3;DUP;;"010BDF0022;020BDF0022;030BDF0022";Convênio de Administração;;;;Federal;PAV;Brasília
030;DF;Eixo Principal;030BDF0030;P/PLANALTINA;ENTR BR-010(B)/DF-345;25;34;9;DUP;;"010BDF0030;020BDF0030;030BDF0030";Federal;;;;Federal;PAV;Brasília
030;DF;Eixo Principal;030BDF0050;ENTR BR-010(B)/DF-345;ENTR DF-405;34;36;2;DUP;;"020BDF0050;030BDF0050";Federal;;;;Federal;PAV;Brasília
030;DF;Eixo Principal;030BDF0051;ENTR DF-405;ENTR DF-410;36;36,3;0,3;DUP;;"020BDF0051;030BDF0051";Federal;;;;Federal;PAV;Brasília
030;DF;Eixo Principal;030BDF0052;ENTR DF-410;ENTR DF-110;36,3;42;5,7;DUP;;"020BDF0052;030BDF0052";Federal;;;;Federal;PAV;Brasília
030;DF;Eixo Principal;030BDF0053;ENTR DF-110;ENTR VICINAL-107;42;49,4;7,4;DUP;;"020BDF0053;030BDF0053";Federal;;;;Federal;PAV;Brasília
030;DF;Eixo Principal;030BDF0054;ENTR VICINAL-107;ENTR DF-105;49,4;52,3;2,9;DUP;;"020BDF0054;030BDF0054";Federal;;;;Federal;PAV;Brasília
030;DF;Eixo Principal;030BDF0060;ENTR DF-105;ENTR DF-100;52,3;57,9;5,6;DUP;;"020BDF0060;030BDF0060";Federal;;;;Federal;PAV;Brasília
030;DF;Eixo Principal;030BDF0070;ENTR DF-100;ENTR BR-020(B) (DIV DF/GO);57,9;58,8;0,9;DUP;;"020BDF0070;030BDF0070";Federal;;;;Federal;PAV;Brasília
030;GO;Eixo Principal;030BGO0090;ENTR BR-020(A) (DIV DF/GO);ACESSO A FORMOSA;0;3,7;3,7;PAV;;"020BGO0090;030BGO0090";Federal;;;;Federal;PAV;Brasília
030;GO;Eixo Principal;030BGO0110;ACESSO A FORMOSA;ENTR GO-346;3,7;22;18,3;PAV;;"020BGO0110;030BGO0110";Federal;;;;Federal;PAV;Brasília
030;GO;Eixo Principal;030BGO0120;ENTR GO-346 (P/CABEÇEIRAS);ENTR GO-468(A) (DISTRITO DE BEZERRA);22;31;9;PAV;;"020BGO0120;030BGO0120";Federal;;;;Federal;PAV;Brasília
030;GO;Eixo Principal;030BGO0157;ENTR GO-468(A) (DISTRITO DE BEZERRA);ENTR GO-458 (P/SANTA ROSA);31;72,8;41,8;PAV;;"020BGO0130;030BGO0157";Federal;;;;Federal;PAV;Brasília
030;GO;Eixo Principal;030BGO0160;ENTR GO-458 (P/SANTA ROSA);ENTR GO-114 (P/FLORES DE GOIÁS);72,8;105,3;32,5;PAV;;"020BGO0150;030BGO0160";Federal;;;;Federal;PAV;Brasília
030;GO;Eixo Principal;030BGO0165;ENTR GO-114 (P/FLORES DE GOIÁS);SANTA MARIA;105,3;143,3;38;PAV;;"020BGO0160;030BGO0165";Federal;;;;Federal;PAV;Brasília
030;GO;Eixo Principal;030BGO0170;SANTA MARIA;ENTR GO-112/236(A) (ALVORADA DO NORTE);143,3;180,7;37,4;PAV;;"020BGO0170;030BGO0170";Federal;;;;Federal;PAV;Brasília
